grid_id_main,ci_norm,vci_norm,lum_norm,lum_adjacency_norm,lum_intensity_norm,lum_proximity_norm,gi_norm,li_norm,single_family_ha,multi_family_ha,facility_neighborhood_ha,facility_sales_ha,facility_office_ha,facility_education_ha,facility_industrial_ha,parks_green_ha,water_area_ha,road_area_ha,subway_influence_ha,bus_routes_cnt,cooling_kwh_per_floor_m2,heating_kwh_per_floor_m2,other_electricity_kwh_per_floor_m2
3808,0.7436158636375739,0.4724575316669986,0.8033462426726813,0.575,0.1878309161416502,0.905525415661822,0.0,0.0,23.52027534729508,4.018139687605688,1.2338750019341942,1.4277326621400246,0.909362267279472,0.0,5.782428656624192,0.0,0.0,0.1217405863644827,0.0,0,9.845457432035385,13.62270172903774,4.537312649182429
3809,0.0177899687250893,0.6729078354458302,0.2631142330315284,0.6166666666666667,0.3503352349665262,0.2132736303677013,0.8009670169666384,0.4830057759487595,22.32389139088625,0.471119151288639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7645432662042033,0.0,0,9.804356743390684,15.053209164367262,3.6661709724381417
3810,0.0508248097286013,0.8441092924141443,0.6352382086607326,0.5333333333333333,0.3239429114386047,0.5769735240047781,0.7800859590043312,0.6017554876316242,18.517436622308697,1.9783174752728347,0.0,0.0,0.0,0.0,1.5086103250672769,0.4002866928122378,0.0,1.157190896392688,0.0,5,9.411944305851426,14.156230045739365,3.0199972752963005
3811,0.0098450542739849,0.8226371694167044,0.0316485278691506,0.7583333333333332,0.4860744584854715,0.0,0.7615840105318386,0.8496038017259414,0.0,11.72473699436925,0.0,0.0,0.0,0.0,5.481804099376008,2.124545096688816,0.0,1.209681228801842,0.0,5,10.3645610022697,14.102244079460364,2.3590099739333166
3812,0.0803122630315911,1.0,0.0,0.825,0.9008226961270752,0.0,0.0,0.0,0.0,16.200273703058073,0.0,0.0,0.0,0.0,16.200273703058073,0.0,0.0,0.7029112372131466,0.0,0,5.994884300197242,11.141404741677164,6.167762909069694
3813,0.923018304259946,0.7598503794541018,0.0,0.8916666666666667,0.9443064939710338,0.0,0.7489215202834818,0.5290140839627622,13.20539181397393,9.362710567793927,0.0,0.0,0.0,0.0,22.73079242789468,0.0,0.0,0.4218271308257986,0.0,0,8.247819834040142,13.358383189297964,4.877597212626385
3814,0.055514919500017,0.9922746491436903,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.28719191426171,0.0,0.0,0.0,0.0,33.28719191426171,0.0,0.0,0.0,0.0,0,6.06926427574015,11.72111675045575,7.85955671166603
3815,0.96940444760236,0.7146510000975322,0.0,0.9,0.9431832533797632,0.0,0.0,0.0,2.031102432033616,12.845047374544317,0.0,0.0,0.0,0.0,16.37382834857309,0.0,0.0,0.3100550015766709,0.0,0,7.301416482309244,11.30059797765178,6.394536730982268
3816,0.0019840629572586,0.1624954569808724,0.0,0.6666666666666666,0.6264026107851016,0.0,0.7090366439076099,0.5481414794138152,0.0,1.241920196318286,0.0,0.0,0.0,0.0,1.241920196318286,0.0,0.0,1.771198151621011,0.0,0,10.298858426677967,13.79078401125523,11.415434413739185
3817,0.0272663012529459,0.8001163324502142,0.0,0.7833333333333331,0.9032377130957272,0.0,0.681559445290421,0.5094675684044262,0.0,17.898855737035827,0.0,0.0,0.0,0.0,17.898855737035827,0.0,0.0,0.6611474140776894,0.0,0,8.52349086251073,12.785381439648004,6.400994138292329
3818,0.0024671901445369,0.3772771803606219,0.0,0.8916666666666667,0.9468177229986392,0.0,0.6251520118416901,0.0,0.0,5.718397905774397,0.0,0.0,0.0,0.0,5.718397905774397,0.0,0.0,0.3340586168844993,0.0,1,7.307148345274096,11.80675133010203,5.535916625237334
3819,0.0838322670207703,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.92588418901212,0.0,0.0,0.0,0.0,40.92588418901212,0.0,0.0,0.0,0.0,0,5.207469033806352,11.240175743927168,5.602268446202312
3820,0.0559516844812904,0.7924526590150066,0.0,0.9416666666666664,0.9694498856654432,0.0,0.0,0.0,0.0,5.434077571702881,0.0,0.0,0.0,0.0,5.434077571702881,0.0,0.0,0.2639712689354336,0.0,0,7.7935598089082765,11.298255796699037,12.072126803498056
3821,0.0040391806565641,0.3085355975757714,0.0,0.8749999999999998,0.9467805219271944,0.0,0.0,0.0,0.0,10.669335507992097,0.0,0.0,0.0,0.0,10.669335507992097,0.0,0.0,0.4170754209393635,0.0,0,6.225292366416789,11.375742491720345,6.703180279338785
3822,0.0176111505942634,0.4603132146850045,0.0,0.8749999999999998,0.9468527476528574,0.0,0.0,0.0,0.0,6.563030041325365,0.0,0.0,0.0,0.0,6.563030041325365,0.0,0.0,0.4170754209393635,0.0,0,11.567038028984877,13.451244398497101,11.024342416122193
3823,0.0,0.0,0.0,0.8916666666666667,0.2066805899052147,0.0,0.6111118359382534,0.5335572507485332,0.0,0.7971535235257915,0.0,0.0,0.0,0.0,0.7971535235257915,0.1130210788391524,0.0,1.7831200667702942,0.0,0,10.564307327636183,13.055549444600059,8.495443292357157
3825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3924164265093966,1.3924164265093966,0.0,0.0,0.0,0.0,0.0,0.0,0.025164751555905,0.0,0,12.511873369450107,15.589960536194177,1.9129830932459606
3826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0929506652316373,0.0018428630295192,0.0,0.0,0.0,0.0,0.0,0.0,0.2254292432005164,0.0,0,23.128910162489742,18.754199467465078,24.322264577307184
3831,0.0153673043583041,0.2278468534713935,0.4799329337234501,0.5681818181818182,0.2954180332665334,0.9015441988867948,1.0,0.0,0.5066769645343965,0.0,0.0,0.0,0.0,0.0,0.0,0.0327482645802252,0.4170544986999447,0.8453678445575593,0.0,0,18.330591239900965,19.452293392333548,13.377100842130275
3832,0.8998153840169488,0.2083175533743544,0.380811691585012,0.7416666666666666,0.6259464425249175,0.3208195778349836,0.0,0.0,8.08501344851976,0.076406394518307,0.0,0.0,0.0,1.660861300718585,0.0,0.0,0.0632043744677761,1.8590780814452668,0.0,3,10.288621947334228,11.200494359821189,3.7021090095386753
3833,0.8838542399831424,0.2471265139731366,0.4276506403385284,0.5833333333333333,0.4993276523399965,0.3610944308113272,1.0,0.7696357206377202,6.016016046391804,0.9127898438957692,0.4352149559859483,0.0,0.3377272112800933,0.849667451708917,0.0,0.0,0.0,1.8952459211201031,0.0,9,10.954832687699767,12.655638954831133,4.382917382205865
